review,ord,ord_group
중위권 전개하며 기회노렸으나 직선 지친모습보여줌,8,0
선입권 강공이나 직선에서 바깥으로 기대든 모습,2,1
후미권 이끌며 기회노렸으나 직선 여의치않은모습,12,0
초반부터 중위권 강공이나 직선 지치며 후미로 처짐,12,0
선행마 후미각축후 직선 선두부상이나 막판 밀려,3,0
중위권 전개하다 직선 걸음보여주며 후착성공,2,1
선행마 후미전개나 직선 지치며 후미로 처짐,9,0
출발심사: 진입불량,4,0
후미권 이끌며 기회노렸으나 시종 올라오지 못해,11,0
중위권 공략이나 3-4코너 순위밀려 직선 다소 고전,5,0
선행마 후미에서 3코너 선두부상이나 직선 선두내줌,7,0
늦출발이후 시종 후미권 벗어나지 못해,13,0
선두권 압박전개나 3코너이후 지치며 순위밀리는 모습,14,0
후미권 이끌었고 직선 추입력 발휘나 막판 입상실패,4,0
후미권 전개하며 기회노렸으나 직선 올라오지 못해,8,0
늦발후 시종 후미전개나 직선 추입력을 보여줌,4,0
선행으로 경주를 주도했으나 직선막판 덜미잡혀,2,1
초반 방해를 받으며 후미전개나 직선 추입력 발휘,2,1
중위권 전개하며 기회노렸으나 시종 여의치않음,9,0
선두각축속에서 선행나섰으나 직선지치며 선두내주고 밀려,5,0
후미권 이끌었으나 직선 추입력 발휘안돼 고전함,9,0
중위권 전개하며 순위도약을 노렸으나 막판 한발부족,4,0
초반부터 중위권 강공이나 직선 다소 지친모습,4,0
후미권에서 3코너 순위좁혔으나 직선 더 못 올라와,4,0
출발밀렸고 경주중반 순위더밀리며 다소 고전함,5,0
시종 후미권을 벗어나지 못하고 따라감,13,0
빠른출발없이 시종 후미권을 벗어나지 못하고 통과,13,0
선행마 후미를 따라갔으나 직선 탄력이 떨어지며 밀려,6,0
시종 후미권에서 강한모습을 보이지못하고 따라감,10,0
늦발후 시종 후미권 전개함,14,0
시종 후미권을 벗어나지 못했으나 막판 걸음은 좋아,10,0
출발밀려 중위권 전개이후 시종 강한모습을 못보여줌,8,0
시종 후미권 전개나 직선 걸음보이며 조금올라옴,7,0
선입권 전개후 직선 선두마 후미나 선두로 못나서,2,1
초반 선두권 가담실패나 직선 막판 선두로 부상,1,1
초반 순위좁혀 3-4코너 선두권 후미나 직선 지치며 밀려,9,0
선두권 압박전개나 직선 지치며 격차벌어져,3,0
출발심사: 진입불량,10,0
중위권 전개하다 3코너에 방해를 받으며 다소 고전,4,0
선행마 후미권 각축후 직선 선행마 덜미잡고 우승,1,1
주행심사: 1위마와 35.0 마신 차,14,0
시종 후미권에서 강한모습을 보이지못해,11,0
주의: 3-4코너 구간 바깥으로 기댐,1,1
시종 후미권을 벗어나지 못하고 따라감,13,0
출발도 밀렸고 경주전개할수록 순위가 밀리는모습,11,0
선두권 후미를 따라갔으나 시종 순위좁히지못하고 통과,5,0
선행으로 경주를 주도했으나 직선지치며 선두내주고 밀려,6,0
출발밀렸고 시종 순위좁혔으나 강한모습을 못보여줌,7,0
선입권 따라가며 기회노렸으나 직선 격차벌어지며 밀려,10,0
초반 선두권 가담실패이후 중위권에서 탄력없이 통과,6,0
선두권 후미공략이나 직선 탄력이 떨어지며 밀려,6,0
마체검사 지정-왼 앞다리 절음,1,1
선행으로 경주를 주도했으나 직선 선두내주고 밀려,8,0
견책: 3코너 지점 안으로 진로변경 타마방해,6,0
선입권 전개하다 직선 올라오며 막판 후착각축,3,0
선두권 압박전개나 초반 방해를 받으며 고전함,9,0
초반 중위권 공략이나 3-4코너 순위밀려 다소 고전,8,0
출발밀려 중위권 공략이나 시종 강한모습없어,7,0
주행심사: 폐출혈 발생 통산 1회-출전정지 1개월,11,0
선행마 후미각축이나 3-4코너 선입권으로 밀리며 통과,5,0
출발밀렸고 3-4코너 후미권으로 밀리며 고전함,8,0
출발밀려 후미권 전개했고 직선 걸음보여주며 올라옴,5,0
선행으로 경주를 주도후 직선에서 후미와 격차벌려,1,1
시종 후미권 전개했고 직선막판 지친모습보여줌,14,0
빠른출발없이 중위권 전개나 직선 걸음을 보여줌,3,0
주행심사: 1위마와 34.0 마신 차,13,0
선행마 후미권 각축이나 직선 탄력이 떨어지며 밀려,7,0
후미전개하다 직선 순위좁혔으나 입상에는 실패,4,0
후미전개하다 직선 추입력을 보여주며 선두로 부상함,1,1
빠른출발없었고 3-4코너 후미권으로 밀리며 고전함,12,0
늦발이후 후미전개나 직선 조금올라옴,10,0
출발도 밀렸고 경주전개할수록 순위가 밀리는모습,12,0
출발밀렸고 3-4코너이후 직선 순위가 더밀리며 고전,11,0
중위권 공략이나 시종 순위변동없이 따라감,6,0
출발밀렸고 경주전개할수록 순위가 밀리는모습보여줌,12,0
늦발이후 후미전개나 직선 걸음발휘 선두로,1,1
양호한 출발로 선입권 전개나 4코너이후 순위밀려,9,0
출발밀려 후미권 이끌었으나 시종 강한모습없어,5,0
후미권에서 시종 순위좁혀 3착이나 선두와는 격차,3,0
선입권 강공이나 4코너 후미권으로 밀리며 고전,9,0
주의: 결승선 직선주로 안으로 기댐,2,1
선두권 후미를 따라갔으나 시종 선두로 나서지못해,2,1
외곽에서 선두권 후미압박이나 직선 지친모습보여줌,7,0
선두권을 압박하며 따라갔으나 직선 지치며 밀려,7,0
기승정지: 출발후 250M 지점 안으로 진로변경 타마방해,10,0
늦은출발이후 후미전개나 직선 걸음을 보여줌,8,0
선행으로 경주주도나 직선 선두내주고 밀려,5,0
출발도 밀렸고 경주전개할수록 순위가 밀리는모습,10,0
선행으로 경주주도나 직선 바깥으로 기대며 밀려,3,0
선행마 후미공략이나 4코너이후 탄력이 떨어짐,6,0
선행마 후미권이나 3-4코너 선입권 직선 중위권으로,8,0
시종 후미권을 벗어나지 못하고 따라감,12,0
선행마 후미각축이나 4코너이후 직선 후미로 처짐,11,0
후미전개하다 직선 추입력 발휘 막판 후착각축,3,0
선두권 압박전개나 시종 선두로 나서지 못해,2,1
선행마 후미를 따라갔으나 직선 격차를 못좁혀,2,1
주행심사: 1위마와 30.6 마신 차,14,0
후미권에서 시종 순위를 좁히며 올라와 막판 선두로,1,1
후미권 이끌며 기회노렸으나 직선 탄력을 보이지못해,11,0
초반부터 선두권 압박이나 직선 지친모습보여줌,10,0
선행으로 경주를 주도했으나 직선 선두내주고 밀려,4,0
선두권 압박전개나 직선 탄력이 떨어지며 밀려,7,0
선두권 압박전개나 직선 탄력이 떨어지며 밀려,9,0
시종 후미권에서 강한모습을 보이지못하고 따라감,9,0
중위권 전개후 3코너에서 방해를 받으며 고전함,3,0
주의: 출발후 부터 4코너까지 바깥으로 기댐,2,1
중위권에서 시종 순위좁혔으나 입상과는 격차,4,0
시종 후미전개하다 직선 추입력을 보여주며 후착각축,3,0
중위권 경주전개후 직선 탄력 유지하며 4착,4,0
후미권을 이끌며 기회노렸으나 강한모습없이 통과,9,0
시종 중간후미나 경주막판 조금 나서는 모습,7,0
선두권 압박하다 직선 선행마후미나 역전실패,2,1
시종 후미권 전개나 직선 걸음보이며 올라옴,5,0
출발도 밀렸고 경주전개할수록 순위조금씩 더밀려,11,0
선행 강공 펼쳤고 직선 탄력 유지하며 우승,1,1
밀며 중간후미나 경주내내 순위변동 못보임,9,0
후미권 이끌며 기회노렸으나 막판 한발부족,5,0
선입권에서 직선 선행마 후미각축이나 한발부족,3,0
선두권 후미따라갔으나 직선 지치며 후미로 처짐,11,0
시종 후미권을 벗어나지 못하고 따라감,14,0
출발밀렸고 경주중반 순위도약 시도나 직선 후미로,10,0
선행마 후미출발후 3코너부터 선입권으로 밀리며 전개,5,0
선행 강공 펼쳤고 직선 탄력 유지하며 우승,1,1
초반부터 선두 각축 벌였으나 직선 걸음 무뎌져 처짐,7,0
중위권에서 순위좁혀 직선 선두권 압박이나 역전실패,4,0
선두권을 압박했으나 직선 다소 지치며 밀려,6,0
후미권 이끌며 기회노렸으나 시종 순위좁히지 못해,11,0
밀며 선입전개나 경주내내 역전실패 아쉬움,3,0
시종 중간후미 머물다 직선 끝걸음으로 조금나섬,6,0
후미권 이끌었고 직선 추입력을 보였으나 입상실패,5,0
선행으로 경주를 주도후 시종 선두를 유지함,1,1
초반부터 선두 추격이나 경주내내 역전엔 실패,2,1
선행마 후미따르다 직선 지치며 방해까지 받음,14,0
시종 중간후미 맴돌다 직선 걸음 무뎌져 처짐,11,0
견책: 결승선 250M 지점 바깥으로 진로변경 타마방해,9,0
초반 중위권 공략이나 4코너이후 지치며 후미로,13,0
출발불량 출발재검,12,0
선입권 전개후 직선에서 방해를 받으며 고전,6,0
초반 선두권 공략이나 직선지치며 후미로 처짐,14,0
선두권 각축이나 3-4코너 선입권 직선 후미권으로 밀려,8,0
선입 경주전개후 직선 탄력 보이며 우승,1,1
늦은 출발에 경주내내 후미 벗어나지 못함,14,0
밀며 중위권 나섰지만 경주내내 순위변동 못보임,4,0
출발불량 출발재검,4,0
선입권에서 4코너 선행마 후미나 막판지치며 밀려,6,0
주의: 출발후 부터 3코너까지 바깥으로 기댐,13,0
중위권 전개하며 기회노렸으나 강한모습없어,6,0
선입 최선전개나 직선 추격 허용해 4착그침,4,0
중반이후 밀리는 모습에 직선에서도 덜미잡힘,9,0
중위권 전개후 직선 탄력으로 추입나서며 우승,1,1
선두권 압박이나 3-4코너 중위권으로 밀리며 고전,5,0
시종 후미권 전개후 직선 올라오나 강한모습없어,6,0
선입 최선전개나 직선주로 덜미잡혀 밀리는 모습,6,0
선행으로 경주주도후 시종 선두를 유지함,1,1
경주전반 후미권 못벗어났으나 끝걸음 보여줌,12,0
시종 중간후미에 직선 추입 나서며 5착선전,5,0
시종 후미권에 머물다 직선 추입 나서며 5착,5,0
중위권 강공이나 직선 탄력이 떨어짐,13,0
늦은 출발이나 직선 탄력으로 추입나서며 5착,5,0
4코너이후 직선에서 방해를 받으며 고전함,14,0
중반이후 밀리는 모습에 직선 걸음 무뎌져 처짐,13,0
주의: 3코너 구간 바깥으로 기댐,10,0
시종 중간후미에 경주내내 큰변화 보이지 못함,8,0
선행 강공이나 경주막판 덜미로 아쉬운 2착,2,1
선행마 후미각축이나 4코너부터 지치며 후미로 처짐,14,0
밀며 선입전개나 직선 추격 허용해 밀려남,6,0
중간후미 유지했으나 직선 걸음 무뎌져 처짐,12,0
기승정지: 출발후 100M 이내 채찍사용,8,0
초반 선두권 도약시도나 3코너 중위권 직선 후미로,12,0
시종 후미권에 직선에서도 큰변화 보이지 못함,12,0
시종 후미권을 벗어나지 못했으나 끝걸음보여줌,11,0
선두권 각축전개나 직선 지치며 격차벌어짐,3,0
시종 후미에 경주내내 큰변화 보이지 못함,11,0
중위권 최선전개나 직선 추격 허용하며 처짐,10,0
외곽에서 순위도약을 노렸으나 선두권으로 못나서,4,0
중위권 유지후 직선 추입력 보이며 신승,1,1
출발부터 밀렸으나 직선 탄력으로 추입나서 5착,5,0
중위권 최선전개나 직선 걸음 무뎌져 후미처짐,13,0
선행 강공 펼쳤고 직선 탄력 유지하며 신승,1,1
시종 중간후미 맴돌았으나 직선 큰변화 못보임,6,0
늦은 출발이나 직선 탄력으로 끝걸음 보임,8,0
선행마 후미권 각축이나 시종 선두로 못나서,3,0
출발밀렸고 경주중반 후미권이나 직선 조금올라옴,7,0
중위권 강공이나 시종 강한모습을 보이지못해,10,0
중반이후 밀렸으나 경주막판 조금 나서는 모습,9,0
중위권 유지했고 직선 탄력 이어가며 3착,3,0
중반이후 격차좁혔고 직선 탄력 이어가며 4착,4,0
선행마 후미를 따라갔으나 막판 역전실패,2,1
후미권 이끌며 순위도약을 노렸으나 여의치않음,6,0
선두권 후미따라갔으나 직선지치며 후미로 처짐,13,0
외곽에서 순위좁혀 직선막판 선행마 덜미잡아,1,1
중위권 전개하다 직선 추입력 발휘 선두로,1,1
중반이후 밀렸고 직선 걸음 무뎌지며 후미처짐,13,0
시종 후미권 맴돌았고 직선 큰변화 못보임,10,0
밀며 선입전개나 경주내내 순위변동 못보임,3,0
출발밀렸고 경주중반 후미권으로 처지며 고전함,7,0
밀며 선입전개나 경주내내 역전실패 2착만족,2,1
중위권 전개하며 기회노렸으나 직선 지치며 처짐,12,0
시종 후미권 전개나 직선 걸음보이며 조금올라옴,5,0
출발밀려 후미권 이끌며 기회노렸으나 못올라옴,8,0
시종 중간후미에 경주내내 큰변화 보이지 못함,7,0
후미전개하다 직선추입력 발휘 3착이나 선두와는 격차,3,0
시종 후미권 전개나 직선 추입력을 보여주며 통과,8,0
중반이후 선두로 나섰고 직선 격차 벌이며 우승,1,1
선입권 전개후 직선 선행마 후미나 직선 지친모습,7,0
중위권 최선전개나 직선주로 덜미잡혀 밀려남,8,0
선입 최선전개나 경주내내 순위변동 못보여줌,3,0
시종 후미에 직선 양호한 걸음이나 큰변화는 아님,10,0
시종 후미권 맴돌았고 직선 큰변화 보이지 못함,11,0
선행마 후미따라갔으나 4코너부터 선두와 격차벌어져,8,0
중위권 공략이나 시종 순위변동을 일으키지못해,7,0
출발부터 밀렸고 직선 추격 허용하며 처짐,12,0
후미권 전개하다 직선 조금올라오나 큰변화는 아님,9,0
시종 후미권을 벗어나지 못했으나 막판 걸음은 좋아,10,0
최후미 전개나 직선 걸음보이며 조금올라옴,11,0
출발밀렸고 3코너이후 순위좁혔으나 입상에는 실패,4,0
선두권을 압박하며 따라갔으나 직선 지치며 후미로 처짐,9,0
선행마 후미각축이나 3-4코너이후 직선지쳐 후미로,13,0
초반부터 선행마 후미권 공략이나 직선 지친모습,12,0
시종 후미에 경주내내 후미 벗어나지 못함,12,0
선두권 압박이나 3-4코너 중위권으로 밀리며 고전,6,0
출발밀려 후미권 전개했고 직선 조금올라오나 탄력없어,7,0
출발밀렸고 경주전개할수록 순위가 밀리는모습보여줌,9,0
주의: 전구간 안으로 기댐,8,0
중위권 최선전개나 직선 걸음 무뎌지며 밀려남,8,0
선행 강공을 펼쳤으나 직선 추격 허용해 처짐,6,0
초반부터 중위권 강공이나 직선 강한모습없어,4,0
중위권 전개후 직선 순위좁혔으나 선두와는 격차,3,0
4c이후 격차좁히며 직선 탄력 보이면서 5착,5,0
선행으로 경주주도후 시종 선두를 유지함,1,1
결승선 350M 지점 안으로 들어가 타마방해,2,1
중위권 전개후 직선 끝걸음 보이나 역전엔 실패,5,0
중위권 전개하며 기회노렸으나 직선 순위좁히지못해,7,0
선행으로 경주를 주도했으나 직선막판 덜미잡혀,2,1
후미권 머물렀으나 직선 탄력으로 끝걸음 보임,10,0
주행심사: 진입 및 출발불량,12,0
후미권 이끌며 기회노렸으나 직선 여의치않은모습,11,0
후미전개하다 직선 추입력 발휘 선두로 부상,1,1
양호한 출발로 선두권 가담이나 직선 급격히 지침,14,0
선행으로 경주를 주도했으나 직선선두내주고 밀려,4,0
시종 후미에 직선 탄력 보이나 큰변화는 아님,11,0
선두각축속에서 선두나섰으나 직선 선두내주고 밀려,8,0
선행마 후미따라갔으나 직선 지치며 후미로 처짐,10,0
중반이후 격차좁히나 직선 덜미잡혀 밀려남,10,0
빠른출발없이 후미전개하다 직선 추입력을 보여줌,1,1
선행이후 3코너 선두내주고 시종 순위밀리는모습,12,0
선두각축 전개나 3-4코너이후 직선 지치며 순위밀려,11,0
선두권 후미를 따라갔으나 직선 순위변동없어,4,0
중반이후 밀리는 모습에 직선 걸음 무뎌져 처짐,8,0
중위권 최선전개나 직선 막판 역전실패 아쉬움,3,0
중위권에서 3코너 선두권 가담이나 직선 탄력 떨어져,6,0
중위권 최선전개나 경주내내 큰변화 못보여줌,4,0
초반부터 후미권을 벗어나지 못하고 따라감,10,0
중반이후 격차좁히나 직선 더이상 나서지 못함,3,0
중위권에서 직선 선행마 후미나 시종 선두로 못나서,2,1
밀며 중위권 유지했으나 직선 추격 허용해 밀림,9,0
선행으로 경주를 주도했으나 직선막판 선두내줌,3,0
후미권에서 시종 순위를 좁히며 막판 후착각축,3,0
중반이후 밀렸으나 직선 막판 조금 올라섬,7,0
중위권 전개하다 직선 추입력 발휘 선두로,1,1
주의: 출발후 부터 4코너까지 안팎으로 기댐,9,0
중반이후 격차좁혔고 직선 조금 더 나서는 모습,6,0
선두권을 압박하며 따라갔으나 직선 다소 지친모습,5,0
주의: 출발후부터 4코너까지 바깥으로 기댐,13,0
견책: 결승선 250M 지점 안으로 진로변경 타마방해,7,0
후미권에서 순위좁혀 직선 선두나 막판 덜미잡혀,2,1
시종 후미권이나 직선 탄력으로 추입나서 3착,3,0
중위권 전개후 직선 탄력 유지하며 2착신승,2,1
출발직후 밀렸으나 경주막판 조금 나서는 모습,7,0
출발자세 및 출발 불량으로 출발재검,6,0
출발 아쉬웠으나 직선 탄력으로 조금 나섬,7,0
중반이후 선두 내주었으나 탄력 유지하며 2착,2,1
초반 중위권 가담이나 4코너부터 후미권으로 처짐,14,0
중반 격차좁히나 탄력보이나 역전실패 아쉬움,2,1
선두권 압박하다 직선 선두부상이나 막판 덜미,2,1
선행성공이나 3코너 선두내주고 순위밀리는모습,10,0
중반이후 격차좁히나 경주막판 덜미로 4착그침,4,0
출발밀렸고 경주중반 순위도약 시도나 직선지침,10,0
시종 후미에 머물렀고 직선 걸음 무뎌져 최하위,14,0
중반이후 밀렸으나 직선 다시 치고 나오며 2착,2,1
후미권 이끌며 기회노렸으나 강한모습없어,13,0
후미전개후 시종 순위좁혀 막판 선두로 부상,1,1
출발밀려 중위권 공략이나 직선 지친모습,11,0
양호한 출발이나 직선 지치며 후미로,11,0
선입권 출발이나 3-4코너 순위밀려 직선다소 고전,4,0
선행성공이나 3코너 선두내주고 직선 후미로 밀려,8,0
중위권 강공이나 시종 순위변동없이 통과,7,0
출발양호나 경주전개할수록 순위밀려,9,0
후미전개하다 직선 추입력발휘 올라옴,4,0
주행심사: 전구간 바깥으로 기댐,13,0
빠른출발없이 후미권 전개나 직선 끝걸음 보여줌,4,0
시종 후미권 벗어나지 못해,11,0
선행으로 경주주도나 직선막판 덜미잡혀,2,1
선행강공이나 직선 선두내주고 밀려,6,0
선입권 전개후 직선 추입력 발휘 선두로,1,1
선두권 압박후 직선 순위좁혔으나 막판 한발부족,3,0
초반 중위권 가담후 직선 막판 한발부족 3착,3,0
출발밀려 중위공략이나 시종 강한모습없어,6,0
선두권 압박전개나 직선 막판 지친모습,5,0
과태금: 결승선 직선주로 채찍 과다사용,1,1
초반부터 중위권 강공이나 직선지치며 밀려,11,0
시종 후미권 전개하다 직선 추입력 발휘 후착,2,1
견책: 결승선 350M 지점 바깥으로 진로변경 타마방해,4,0
중위권 전개후 직선 추입력 발휘나 한발부족,5,0
시종 후미권 전개하다 직선 올라오나 입상에는 실패,6,0
선행마 후미권 강공이나 직선 격차못좁혀,2,1
선두권 압박하다 직선 선행마 덜미잡아,1,1
선입권에서 4코너 선행마 후미가담이나 직선밀려,5,0
시종 후미권을 벗어나지 못하고 따라감,12,0
외곽에서 선두권 진입시도나 직선 지친모습,14,0
중위권 강공이나 직선 탄력이 떨어짐,10,0
출발밀렸고 시종 후미권 전개,11,0
늦발후 시종 후미권 전개,14,0
선행마 후미각축 전개나 직선 순위밀려,9,0
선두권 압박이나 직선막판 한발부족 밀려,4,0
선두각축에서 선두나섰으나 직선 선두내주고 밀려,6,0
중위권 강공이나 시종 강한모습은 없어,10,0
외곽에서 순위좁혀 3코너 선입권 가담이나 역전실패,4,0
선두권 압박이나 3-4코너 밀려 직선 고전,7,0
선행마 후미전개후 직선 선두나 막판 덜미 3착,3,0
선행마 후미따르다 직선 선두부상후 여유,1,1
선두권 압박전개나 직선 입상에는 실패함,6,0
시종 후미권 전개하다 직선 걸음발휘 올라옴,8,0
초반부터 중위권 공략이나 시종 강한모습은 없어,10,0
선두각축속에서 선행나섰으나 직선 선두내주고 후착,2,1
중위권 강공이나 직선 탄력이 떨어지며 밀려,10,0
선행경주도나 직선 선두내주고 밀려,13,0
시종 후미권 전개나 직선 걸음을 보여줌,8,0
출발밀려 후미권 이끌며 기회노렸으나 여의치않음,9,0
외곽에서 시종 후미권 전개나 막판 끝걸음,7,0
후미권 이끌었고 직선 추입력 발휘나 입상실패,7,0
출발밀렸고 시종 후미권 못벗어남,9,0
초반 선두권 각축이나 4코너이후 격차벌어져 고전,4,0
외곽에서 순위좁혀 직선 선두부상후 여유승,1,1
선두권 후미를 따라갔으나 직선지치며 밀려,9,0
출발밀려 후미권 이끌었고 직선 올라오나 역전실패,3,0
주의: 전구간 바깥으로 기댐,14,0
선두권 후미를 따라갔으나 순위변동없어,5,0
선행마 후미출발이나 이후 시종 순위가 밀리는모습,6,0
선두권 압박전개나 직선 지치며 후미로 처짐,10,0
시종 후미권을 벗어나지 못하고 통과,12,0
초반부터 선입권 공략이나 막판 한발부족,4,0
시종 후미권 전개나 막판 걸음좋아,14,0
선행으로 경주주도나 직선 탄력이 떨어지며 밀려,6,0
늦발후 시종 후미전개나 직선 걸음은 좋아,11,0
선두권 압박전개나 직선 지치며 순위밀려,8,0
시종 후미권을 벗어나지 못하고 따라감,11,0
선행강공후 시종 선두유지,1,1
선두권 압박하다 직선막판 선두로 부상,1,1
중위권 공략후 막판 걸음발휘 후착성공,2,1
초반부터 중위권 강공이나 막판 역전실패,5,0
중위권 공략이나 시종 강한모습없어,9,0
중위권 공략이나 직선 탄력이 떨어지며 밀려,9,0
선행마 후미각축이나 4코너부터 순위밀리는모습,14,0
견책: 결승선 통과직전 바깥으로 진로변경 타마방해,2,1
후미권을 벗어나지 못했으나 직선 조금올라옴,9,0
선두권 압박전개후 직선 걸음발휘 후착각축,3,0
후미권 이끌며 기회노렸으나 강한모습없어,10,0
선행마 후미권 각축이나 직선 탄력이 떨어짐,4,0
후미권 이끌었고 직선 걸음발휘나 입상에는 실패,4,0
시종 후미권을 벗어나지 못하나 막판 걸음좋아,11,0
시종 후미권을 벗어나지 못하고 따라감,12,0
출발은 밀렸으나 시종 순위좁혀 막판 후착,2,1
초반부터 선두권 압박이나 직선 탄력떨어짐,8,0
선행마 후미강공이나 직선지치며 밀려,5,0
늦발후 시종 후미권 전개함,10,0
후미권 전개후 직선 추입력 발휘 막판 후착각축,3,0
선행마 후미전개나 막판 역전실패,2,1
후미권 이끌며 강공이나 직선 추입력 발휘안돼,7,0
견책: 결승선 350M 지점 안으로 진로변경 타마방해,8,0
중위권 전개하며 기회노렸으나 직선지치며 후미로 처짐,13,0
후미권 이끌며 기회노렸으나 직선 입상과는 격차,6,0
선행마 후미각축후 직선 선두부상이나 막판 덜미,2,1
선행마 후미각축이나 직선 지치며 후미로 처짐,11,0
선두권 압박이나 경주전개할수록 순위조금씩 밀려,7,0
외곽에서 3-4코너 선두권 압박이나 직선지치며 처짐,12,0
선두권 후미공략이나 직선지치며 후미로,13,0
선행강공후 직선 후미와 격차벌려,1,1
기승정지: 출발후 100M 이내 진로변경,3,0
후미권에서 강한모습을 못보여줌,12,0
후미권 이끌며 기회노렸으나 직선 지친모습,8,0
주의: 전구간 바깥으로 기댐,13,0
선행마 후미따라갔으나 직선 탄력이 떨어짐,7,0
후미권 이끌며 기회노렸으나 직선 추입력 발휘안돼,5,0
외곽에서 선두권 진입시도나 여의치않음,8,0
후미권 이끌었고 막판 추입력 발휘 후착각축,3,0
후미권 이끌며 기회노렸으나 직선 추입력 발휘안돼,7,0
선두다툼후 3코너이후 순위밀려 입상실패,4,0
출발심사: 출발불량,2,1
중위권 전개후 직선 추입력 발휘 후착,2,1
선행마 후미를 따라갔으나 직선막판 밀려,3,0
출발부터 밀리며 시종 후미권 전개함,13,0
후미권 이끌었고 직선추입력 발휘나 역전실패,8,0
후미권 이끌며 기회노렸으나 직선 한발부족 입상실패,5,0
선행마 후미를 따라갔으나 4코너이후 순위밀려,6,0
선입권 공략이나 직선 격차를 못좁혀,4,0
주의: 결승선 직선주로 바깥으로 기댐,13,0
선행마 후미전개나 직선 탄력이 떨어짐,6,0
출발밀려 시종 후미권을 벗어나지 못함,13,0
선입권 전개나 결승선 350M 지점에서 방해를 받으며 고전,12,0
외곽에서 빠르게 선두권 가담후 막판 후착각축,3,0
시종 후미전개이후 직선올라오는 막판 방해받아 고전,5,0
중위권 전개후 직선 추입력 발휘 후착,2,1
선두권 압박하다 직선 선두로 부상,1,1
선두권을 압박하며 따라갔으나 직선 다소 지친모습,5,0
3-4코너 선두권 후미도약이나 직선 밀려,7,0
시종 후미권을 벗어나지 못하고 따라감,12,0
후미권에서 강한모습을 보이지못하고 통과,11,0
출발도 밀렸고 시종 순위좁히지못해,7,0
시종 후미권을 벗어나지 못하고 따라감,11,0
선두권 압박전개나 직선탄력이 떨어짐,14,0
후미권 전개이후 추입력을 보여주며 올라옴,6,0
선행으로 경주주도후 직선 후미와 격차벌려,1,1
선두권 각축이나 직선 지치며 후미로 처짐,11,0
시종 후미권을 벗어나지 못했으나 막판 걸음좋아,9,0
선행마 후미전개후 직선 선두나 이후 탄력 떨어짐,9,0
시종 후미권 전개나 막판 걸음좋은모습,11,0
출발밀려 후미권 이끌었고 막판 걸음보여줌,6,0
후미권 이끌며 기회노리다 시종 여의치않음,8,0
선행강공후 직선 후미와 격차벌려,1,1
선행마 후미각축이나 4코나이후 직선 지친모습,13,0
중위권 공략이나 시종 순위변동없이 통과,7,0
중위권 공략이나 시종 순위좁히지못해,9,0
선행마 후미각축이나 4코나이후 직선 지침,14,0
중위권 강공이나 시종 강한모습을 보이지못해,9,0
선행마 후미각축이나 막판 역전실패 후착,2,1
선행강공후 여유있게 우승,1,1
선행마 후미강공이나 시종 선두로 못나서 후착,2,1
외곽에서 중위권 공략후 막판 올라오나 한발부족,4,0
시종 후미권을 벗어나지 못하고 따라감,10,0
후미권 이끌다 직선 걸음발휘 조금올라옴,7,0
후미권 이끌다 직선 추입력 발휘 3착 성공함,3,0
시종 후미권을 벗어나지 못하고 따라감,13,0
후미권 이끌다 직선 추입력 발휘 선두로,1,1
선입권 전개하며 강공이나 직선 탄력이 떨어짐,7,0
후미권 이끌었고 직선 걸음발휘나 입상실패,5,0
중위권 전개후 순위좁히는 직선에서 방해받아 3착만족,3,0
중위권 강공이나 직선지치며 순위밀려,10,0
선행강공이나 직선 선두내주고 밀려,3,0
출발밀려 시종 후미권 전개나 직선 추입력을 보여줌,5,0
선두권 압박이나 3-4코너 순위밀려 직선 고전,5,0
초반 중위권 가담이나 4코너이후 후미권으로 밀려,11,0
견책: 결승선 300M 지점 바깥으로 진로변경 타마방해,5,0
선두권 압박하다 4코너이후 직선선두부상후 여유승,1,1
외곽에서 초반부터 중위권 가담이나 직선 역전실패,6,0
출발밀려 후미권 전개이후 직선 탄력없이 통과,10,0
늦발후미전개나 직선 추입력 발휘,5,0
외곽에서 선두권 진입시도나 직선 지치며 후미로,10,0
선두권 각축이나 3-4코너 순위밀려 직선 다소 고전 3착,3,0
출발도 밀렸고 3-4코너이후 지치며 후미로 처짐,13,0
선두권 압박하다 직선 걸음발휘 후착성공,2,1
선행마 후미전개나 직선지치며 순위밀려,10,0
외곽에서 순위좁혀 3-4코너 선두권 후미나 직선밀려,10,0
중위권 공략이나 시종 강한모습없어,8,0
시종 후미에 직선 탄력이나 큰변화는 아님,10,0
시종 후미권 머물렀으나 경주막판 조금 올라섬,8,0
선행 강공 펼쳤으나 경주막판 덜미 아쉬움,2,1
중위권 전개후 직선 탄력 보이며 신승,1,1
"전구간 바깥으로 기댐, 주행재검",7,0
시종 중간후미에 직선 덜미잡혀 밀려남,10,0
시종 중간후미에 직선 큰변화 보이지 못함,7,0
시종 후미권에 직선 탄력이나 역전실패 아쉬움,4,0
중위권 최선전개후 직선 탄력 이어가며 3착,3,0
밀며 선입전개 나섰고 직선 탄력보이며 신승,1,1
중반이후 격차좁히나 경주막판 덜미로 아쉬운 4착,4,0
출발부터 밀렸고 직선 추격 허용하며 처짐,11,0
선입 최선전개나 직선 걸음 무뎌지며 처짐,7,0
중위권 최선전개나 경주내내 큰변화 보이지못함,5,0
